"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","33.7","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","33.3","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Miscellaneous ambulatory health care services [BS621A]","Chained (2017) dollars per hour","446","units","0","v111384374","1.7.263","32.9","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","34.5","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","36.4","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","35.5","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","34.9","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","37.5","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","36.4","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","38.4","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","37.4","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","38.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","39.9","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","36.9","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","35.0","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","35.7","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","34.3","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","33.2","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","31.9","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","31.7","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","31.8","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","33.2","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","33.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","32.9","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","33.2","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","34.2","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","38.2","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","36.4","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","36.9","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","37.6","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Nursing and residential care facilities [BS623]","Chained (2017) dollars per hour","446","units","0","v111384375","1.7.264","37.6","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","22.2","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.9","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","16.3","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.6","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.6","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.1","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.6","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.3","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.5","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.4","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.8","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","22.1","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.0","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","20.7","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.4","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.3","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","20.7","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.8","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","20.2","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.7","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.2","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","22.6","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.3","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","20.1","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","21.0","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","18.8","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Social assistance [BS624]","Chained (2017) dollars per hour","446","units","0","v111384376","1.7.265","19.1","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Arts, entertainment and recreation [BS71]","Chained (2017) dollars per hour","446","units","0","v111384377","1.7.266","37.5","","","","1"
